fraudulent_provider,female,tot_suplrs_standard_deviation,tot_suplrs_mean,tot_suplrs_sum,tot_suplr_benes_standard_deviation,tot_suplr_benes_mean,tot_suplr_benes_sum,tot_suplr_clms_standard_deviation,tot_suplr_clms_mean,tot_suplr_clms_sum,tot_suplr_srvcs_standard_deviation,tot_suplr_srvcs_mean,tot_suplr_srvcs_sum,avg_suplr_sbmtd_chrg_standard_deviation,avg_suplr_sbmtd_chrg_mean,avg_suplr_sbmtd_chrg_sum,avg_suplr_mdcr_pymt_amt_standard_deviation,avg_suplr_mdcr_pymt_amt_mean,avg_suplr_mdcr_pymt_amt_sum,bene_unique_cnt_mean,bene_unique_cnt_sum,bene_unique_cnt_standard_deviation,line_svc_cnt_mean,line_svc_cnt_sum,line_svc_cnt_standard_deviation,bene_day_srvc_cnt_mean,bene_day_srvc_cnt_sum,bene_day_srvc_cnt_standard_deviation,average_submitted_chrg_amt_mean,average_submitted_chrg_amt_sum,average_submitted_chrg_amt_standard_deviation,average_medicare_payment_amt_mean,average_medicare_payment_amt_sum,average_medicare_payment_amt_standard_deviation,total_claim_count_mean,total_claim_count_sum,total_claim_count_standard_deviation,total_30_day_fill_count_mean,total_30_day_fill_count_sum,total_30_day_fill_count_standard_deviation,total_day_supply_mean,total_day_supply_sum,total_day_supply_standard_deviation,total_drug_cost_mean,total_drug_cost_sum,total_drug_cost_standard_deviation,bene_count_mean,bene_count_sum,bene_count_standard_deviation
0,0,0,1,13,0,5,50,4,16,160,5,17,171,1206.763089,444.7107394,4447.107394,602.9318764,228.9189498,2289.189498,84,4822,62,169,9651,209,169,9651,209,282.8863493,16124.52191,142.9233855,87.02373698,4960.353008,38.27122269,19,2206,12,23.75438596,2708.0,16.73539062,657,74947,527,830.3414912,94658.93,1676.686815,9,1115,8
0,1,0,2,6,0,5,15,1,17,52,1,17,52,58.32001525,72.11883385,216.3565015,13.17097827,15.90819466,47.72458398,36,3302,31,52,4803,46,52,4802,46,97.43026205,8866.153846,92.52727851,41.87863016,3810.955345,41.80845265,27,8927,23,42.78275862,13647.7,44.12143888,1143,364829,1318,1389.957179,443396.34,2856.742454,12,3877,11
0,1,0,2,11,0,5,20,5,17,69,3978,8524,34096,0.444637879,2.492296299,9.969185195,0.007483304,0.248521145,0.994084581,31,749,14,55,1325,41,55,1325,41,252.6443233,6063.463759,92.12287455,94.20407911,2260.897899,32.21451205,27,665,17,31.73333333,761.6,21.71754784,879,21106,651,65270.05083,1566481.22,184686.1905,9,237,8
0,1,0,5,5,0,11,11,0,13,13,0,43,43,0.0,61.27441861,61.27441861,0.0,35.37,35.37,40,2448,41,45,2780,50,45,2780,50,921.2919654,56198.80989,1909.630943,256.9834677,15675.99153,526.2130684,20,242,7,20.16666667,242.0,7.696910045,100,1210,52,370.0983333,4441.18,450.9109918,17,209,8
0,0,2,2,41,0,5,80,4,15,252,1247,528,8451,266.7444747,188.8561955,3021.699129,30.91726795,25.95005926,415.2009481,51,3629,33,145,10174,139,128,9020,131,216.4974215,15154.8195,150.9543294,106.1437024,7430.059168,64.78354346,44,11811,52,72.04514925,19308.1,92.09474896,2133,571857,2770,7958.667127,2132922.79,31648.04237,11,3117,13
0,1,6,6,220,8,11,396,22,30,1080,970,418,15055,182.5381407,96.3885477,3469.987717,37.41612547,19.10952448,687.9428814,44,1019,41,71,1645,98,71,1645,98,105.4257255,2424.791687,90.36781813,44.85542374,1031.674746,39.49005327,34,7589,30,56.02522523,12437.6,57.66049483,1652,366858,1742,4540.572207,1008007.03,9935.588425,9,2149,9
0,1,0,1,15,0,5,55,8,19,209,8,19,209,240.5155362,213.347697,2346.824667,74.00043788,64.70540245,711.759427,69,3006,76,114,4924,194,114,4924,194,188.8544615,8120.741843,88.59889755,83.37246131,3585.015836,37.97923813,15,391,7,16.38,409.5,7.790592618,377,9433,302,304.7772,7619.43,689.0378353,8,219,4
0,0,2,7,45,2,6,37,6,18,108,17,31,189,23.64724253,60.96134621,365.7680773,6.137198866,7.519109533,45.1146572,53,3494,59,91,5920,121,90,5874,121,126.2936936,8209.090083,77.69464398,76.31787278,4960.661731,49.56331556,40,25676,46,68.24132492,43265.0,89.30578066,1980,1255951,2675,2541.266309,1611162.84,5932.097977,13,8430,14
0,0,0,2,11,0,5,20,2,13,54,2,14,58,270.5401591,277.0148184,1108.059274,27.78925565,32.5839359,130.3357436,76,1689,66,115,2538,132,115,2538,132,366.1471565,8055.237443,202.9973103,97.47796335,2144.515194,42.43538778,19,367,12,19.67368421,373.8,12.25147801,274,5219,201,200.7352632,3813.97,279.0796614,18,348,12
0,0,0,1,63,11,15,647,23,26,1095,2402,1699,69669,68.31633247,40.69802941,1668.619206,47.38352823,25.08858608,1028.632029,116,6185,137,266,14142,384,266,14101,385,130.7810355,6931.394882,139.7087485,35.88376544,1901.839568,24.55715492,33,2467,31,37.23918919,2755.7,39.38056964,753,55779,1151,768.9386486,56901.46,1325.649437,14,1076,10
0,1,1,1,5,0,5,15,1,11,35,1,11,35,135.3301895,201.1912821,603.5738462,26.4722625,30.7130303,92.13909091,38,2097,53,61,3335,104,61,3335,104,213.9804071,11554.94198,275.9952268,37.08782662,2002.742637,32.74568147,25,1449,16,30.04912281,1712.8,20.00608946,785,44781,644,3873.829474,220808.28,22150.88434,10,572,7
0,1,0,5,5,0,5,5,0,15,15,0,21,21,0.0,74.47809524,74.47809524,0.0,6.608571429,6.608571429,26,132,17,31,158,22,31,158,22,51.43296324,257.1648162,49.95077111,17.09393782,85.46968908,12.40581224,18,1057,7,21.6137931,1253.6,9.556194799,532,30881,334,513.41,29777.78,1093.348398,7,447,5
0,0,3,3,326,10,10,902,23,28,2473,1009,397,34968,93.17759763,65.64430455,5776.698801,32.52105201,22.31067665,1963.339545,58,9112,67,101,15862,160,94,14719,160,132.3474959,20646.20936,142.7205382,43.07264486,6719.332598,44.7533973,52,56430,62,79.31378353,85738.2,109.0017616,2187,2364495,3243,2202.912775,2381348.71,4200.469337,15,16489,18
0,1,0,1,2,4,14,28,13,37,75,13,37,75,60.48019703,3687.234043,7374.468085,46.84735019,2084.648207,4169.296413,93,7134,111,124,9470,200,123,9399,198,399.9947681,30399.60238,635.0790609,122.683896,9323.976098,191.4151481,99,9111,112,188.0684783,17302.3,199.3378026,5609,516061,5961,17434.11424,1603938.51,56836.19868,25,2386,27
0,0,0,4,9,0,5,10,6,18,37,4783,3405,6811,103.3359093,75.05482565,150.1096513,23.36893398,16.79132049,33.58264098,20,404,7,22,451,9,22,451,9,1048.952467,20979.04933,1862.777736,154.4064751,3088.129503,235.6998838,22,157,15,22.54285714,157.8,15.12259426,268,1878,101,295.4914286,2068.44,264.5805346,16,118,13
0,1,0,1,1,0,5,5,0,12,12,0,12,12,0.0,20.93,20.93,0.0,11.175,11.175,92,2694,73,98,2869,78,98,2869,78,521.6523001,15127.9167,229.6308717,95.37511291,2765.878274,42.00326218,14,414,5,14.78571429,414.0,5.258905272,106,2995,74,123.6864286,3463.22,114.8889268,14,393,5
0,1,0,2,4,4,8,16,0,11,22,5,15,30,40.47093521,103.1172727,206.2345455,10.55504044,43.37827751,86.75655502,19,134,11,19,135,11,19,135,11,148.5085714,1039.56,1.610128655,89.10433405,623.7303384,17.63125266,12,50,1,12.5,50.0,1.290994449,346,1385,33,1865.565,7462.26,361.8675896,5,20,0
0,1,0,1,15,0,5,45,3,17,155,4,18,163,91.01427204,86.60329904,779.4296914,28.63693951,24.43306275,219.8975648,54,325,28,157,943,153,157,943,153,114.8691089,689.2146533,50.67552708,78.5446211,471.2677266,32.97761976,13,13,0,17.0,17.0,0.0,510,510,0,49.32,49.32,0.0,5,5,0
0,0,1,3,29,2,5,46,12,18,149,28,33,267,494.5897219,374.8939863,2999.15189,355.4450604,191.8693341,1534.954673,42,7332,41,416,71611,3078,139,23985,169,265.8679004,45729.27888,374.8367628,50.7411546,8727.478591,61.1475643,79,30012,113,83.02997347,31302.3,116.5244239,2394,902694,3408,13462.9722,5075540.52,38001.7126,12,4682,14
0,0,2,3,88,0,5,120,5,16,389,667,162,3897,139.1000852,129.4404264,3106.570234,30.69434695,28.73733042,689.69593,49,4100,42,77,6432,72,77,6432,72,120.3501356,9989.061253,75.60536435,47.18519582,3916.371253,28.28339066,32,13262,26,53.53698297,22003.7,54.36859114,1571,645686,1643,1050.56708,431783.07,2522.2007,8,3353,6
0,0,4,5,757,9,9,1351,37,34,4788,2116,429,60075,316.6452915,170.0791977,23811.08768,173.8533709,61.48654002,8608.115603,56,5235,54,94,8783,118,93,8706,118,166.6594871,15499.3323,134.2704037,67.73418133,6299.278864,52.2181955,67,89587,101,80.83386243,106943.2,126.669089,2302,3046866,3756,4235.289418,5603287.9,7195.459909,12,16569,16
0,1,0,1,1,0,5,5,0,11,11,0,11,11,0.0,200.0,200.0,0.0,60.90545455,60.90545455,25,658,18,30,790,25,30,784,26,1557.266402,40488.92644,2099.203532,286.8610594,7458.387544,372.4378593,20,322,7,20.625,330.0,8.073619593,313,5010,182,187.244375,2995.91,106.4975743,13,218,6
0,1,0,2,15,4,20,120,4,20,120,34,53,322,83.91593681,115.821256,694.9275362,40.14969612,61.88599571,371.3159742,51,2182,42,94,3951,90,93,3926,90,128.9425405,5415.586703,70.7839156,41.64667338,1749.160282,19.3466417,19,228,11,19.16666667,230.0,11.83856052,227,2735,137,273.33,3279.96,181.7285489,11,132,9
0,0,0,1,15,21,29,442,19,33,509,23,38,583,233.7489496,228.0,3420.0,172.291683,154.47392,2317.1088,60,7992,53,268,35676,880,68,9128,63,119.974074,15956.55185,140.2874886,46.29501509,6157.237007,86.11092808,35,2051,38,38.57192982,2198.6,41.28870372,871,49698,974,1771.575614,100979.81,6507.457765,23,1357,27
0,0,2,5,140,3,7,182,13,25,632,738,896,22401,3.918033333,6.137281385,153.4320346,2.116684944,3.19744811,79.93620275,39,1071,29,52,1408,35,46,1264,36,90.64202729,2447.334737,55.36833595,64.06444907,1729.740125,39.18329537,23,346,14,23.20666667,348.1,14.6662132,208,3131,125,396.24,5943.6,434.2784302,15,235,12
0,0,0,1,1,0,5,5,0,27,27,0,54,54,0.0,30.80518519,30.80518519,0.0,21.18407407,21.18407407,152,16908,101,519,57672,918,327,36341,373,125.5419498,13935.15643,117.8755904,41.01279211,4552.419924,40.0857649,132,21280,188,133.9745342,21569.9,189.8817531,3953,636446,5655,10602.38851,1706984.55,23877.43783,30,4859,39
0,1,0,1,7,0,5,20,1,13,52,11,21,86,23.54274621,36.32040966,145.2816387,3.296747709,4.014366247,16.05746499,34,69,3,37,75,0,37,75,0,310.4210526,620.8421053,16.37510441,57.57219061,115.1443812,1.125295566,19,114,7,19.0,114.0,7.183313998,133,802,36,124.8516667,749.11,71.75842959,17,104,8
0,0,0,1,2,0,5,10,0,11,23,113,1620,3240,2.445877173,132.3289257,264.6578515,0.403227291,30.59690122,61.19380245,34,1329,23,228,8676,239,128,4880,125,56.03123359,2129.186876,64.37667472,37.08967664,1409.407712,39.99857671,33,1553,32,41.75106383,1962.3,43.44206473,1160,54533,1303,4062.228511,190924.74,8652.737997,7,373,6
0,1,2,10,60,6,11,71,17,31,188,33,59,357,20.73564347,40.8993527,245.3961162,6.068633751,7.844828379,47.06897027,41,2422,28,54,3150,57,54,3150,57,47.55990113,2758.474266,51.11110193,37.67862758,2185.3604,45.86105334,39,5574,40,66.29428571,9281.2,70.37315419,1927,269856,2135,1449.337143,202907.2,2271.521164,9,1329,8
0,0,0,1,11,0,5,30,1,12,74,47,215,1290,7.678234914,7.779173913,46.67504348,2.700562351,2.764971756,16.58983053,25,1714,16,27,1832,17,27,1832,17,357.0600349,23565.9623,283.961479,81.65495029,5389.226719,48.35706618,13,105,2,18.875,151.0,9.125122308,477,3817,349,244.37625,1955.01,125.8781232,6,50,3
0,1,2,3,17,0,5,25,4,15,76,11,19,96,195.6479044,244.5127282,1222.563641,28.14894692,34.27904429,171.3952214,48,3544,52,85,6257,117,74,5419,116,89.83740736,6558.130737,104.1405972,33.26547565,2428.379722,38.36293766,34,9187,49,40.75650558,10963.5,51.64249744,1143,307526,1522,1294.068736,348104.49,2959.151308,12,3462,17
0,0,0,1,11,0,5,35,15,28,197,433,194,1361,119.2513115,80.75944609,565.3161226,49.4362839,28.20840238,197.4588167,226,7242,207,240,7694,222,238,7646,221,815.1301073,26084.16343,516.8009447,78.42256206,2509.521986,53.55448771,23,949,12,23.7375,949.5,12.89254779,189,7561,131,174.338,6973.52,101.7039376,22,896,13
0,0,1,2,40,1,5,86,16,27,435,18,31,499,136.1811908,168.5058559,2696.093695,46.0153467,50.66990476,810.7184761,22,966,10,26,1139,12,26,1139,12,136.4477155,5867.251768,111.5524822,54.43402351,2340.663011,44.57229996,20,5541,12,27.25601504,7250.1,19.49547169,766,203889,571,1428.768534,380052.43,4633.824654,5,1505,2
0,0,5,7,166,5,9,202,13,24,530,69,55,1217,214.6351847,104.8588097,2306.893814,24.32048104,14.7914103,325.4110267,41,4322,27,62,6453,54,62,6453,54,64.20418536,6677.235277,49.73469122,25.05266477,2605.477136,28.84891081,86,98300,152,142.6017513,162851.2,266.0626082,4205,4803189,7972,4786.93282,5466677.28,12701.36457,20,23157,32
0,0,5,7,290,9,14,575,24,34,1381,309,125,5028,46.80666741,43.65299851,1746.119941,16.44693706,10.23131422,409.2525686,47,2526,35,109,5785,122,109,5785,122,64.74567639,3431.520848,54.08860035,30.49483572,1616.226293,22.91653529,87,101217,135,169.5356212,195135.5,309.4917994,4894,5634104,9326,5940.412902,6837415.25,15406.77823,27,31968,39
0,0,1,3,106,1,5,147,15,23,646,823,291,8171,132.7909299,99.09865854,2774.762439,41.20858609,27.2255012,762.3140337,37,3402,40,69,6319,97,53,4824,87,75.33757573,6855.719392,68.97987349,26.10868335,2375.890185,27.6658689,35,21723,33,48.8385124,29547.3,49.23388553,1326,802593,1459,1615.030529,977093.47,3481.456735,10,6425,9
0,1,7,11,79,8,13,97,23,43,306,82,75,526,153.7711207,96.53185683,675.7229978,31.56287496,23.738334,166.168338,71,427,46,148,891,107,148,891,107,107.1412078,642.8472469,32.18164269,38.08829125,228.5297475,9.843369314,33,9046,33,73.29775281,19570.5,82.35494741,2158,576203,2489,2903.865056,775331.97,6589.73078,11,3189,11
0,0,1,2,22,0,5,40,6,15,122,24,32,262,117.3678062,137.5070879,1100.056703,33.24280123,30.82310784,246.5848627,34,348,36,38,389,38,38,389,38,106.4226014,1064.226014,82.91840407,40.03691044,400.3691044,32.51446227,26,3559,19,52.95777778,7149.3,51.04888127,1559,210482,1545,1039.346,140311.71,1985.433147,9,1276,7
0,1,10,9,568,13,15,906,43,38,2317,1755,805,48345,29.10442644,32.28953013,1937.371808,15.59160167,12.26410791,735.8464744,58,6796,57,117,13635,168,117,13632,168,103.0604709,11955.01463,80.93983379,48.91911866,5674.617765,48.56543753,64,79946,95,80.42769726,99891.2,128.1745745,2332,2896478,3846,4679.28818,5811675.92,11166.83499,12,15430,15
0,1,1,2,26,6,10,93,5,15,139,15,28,258,175.0359845,157.6013185,1418.411866,101.7609747,89.26938979,803.4245081,27,2111,13,28,2209,15,28,2208,15,650.0728809,50705.68471,627.0218667,219.7438679,17140.0217,230.3841123,15,140,5,15.55555556,140.0,5.502524673,77,695,50,116.1744444,1045.57,50.15762407,13,123,5
0,0,0,2,13,0,5,25,19,43,218,19,44,220,131.4504529,139.3757855,696.8789276,21.81176235,33.04066874,165.2033437,107,1289,92,181,2174,206,181,2174,206,708.6819921,8504.183905,382.7633,82.85995749,994.3194899,36.62738361,21,654,8,21.32903226,661.2,8.646471093,406,12586,263,873.0751613,27065.33,1986.40507,19,617,9
0,1,0,2,2,0,5,5,0,11,11,0,12,12,0.0,26.485,26.485,0.0,10.35166667,10.35166667,68,1093,41,94,1507,98,94,1507,98,151.625,2426.0,69.40112871,54.31651878,869.0643005,24.70335846,20,541,8,20.2,545.4,8.946163767,516,13957,285,461.9833333,12473.55,1055.538196,12,340,7
0,0,1,2,28,0,5,65,4,15,196,1391,1017,13230,8.986546974,14.01785195,182.2320754,8.174507502,8.938540384,116.201025,28,1142,18,55,2226,45,55,2226,45,440.0283589,17601.13436,256.2474987,87.80001234,3512.000494,46.21159152,16,517,5,25.4516129,789.0,12.59586893,750,23264,382,5367.702258,166398.77,11034.69674,5,155,0
0,0,4,6,481,7,10,776,93,88,6803,6834,4594,353766,78.64836488,32.66725726,2515.378809,24.14224318,9.735128536,749.6048973,29,3090,19,160,16810,610,61,6494,44,278.8831263,29282.72826,194.505361,89.79755119,9428.742875,64.04331751,28,11183,23,42.76375321,16635.1,39.85680616,1233,479953,1187,2830.615141,1101109.29,8552.26445,6,2689,4
0,0,0,2,12,6,16,99,5,17,103,86,53,320,219.0720025,217.7298295,1306.378977,146.7465641,125.0892918,750.5357505,49,4024,38,69,5715,75,64,5329,69,744.4823969,61047.55654,1172.679913,145.7897839,11954.76228,241.150561,47,1967,35,49.59268293,2033.3,37.15570878,913,37435,888,851.3663415,34906.02,873.4489096,25,1028,16
0,1,0,1,5,0,5,20,1,13,55,1,13,55,0.36076923,129.4603846,517.8415385,13.57230897,21.62191564,86.48766255,21,674,8,52,1621,47,52,1621,47,207.5234335,6433.226439,109.2694807,72.35075193,2242.87331,21.97592806,24,2463,20,29.12,2912.0,22.95132311,693,69390,517,902.5138,90251.38,2807.291763,5,576,2
0,0,0,4,8,0,5,10,0,32,64,0,32,64,195.218924,261.03875,522.0775,36.24231613,39.690625,79.38125,75,900,124,87,1046,145,83,1004,135,281.7280743,3380.736892,285.7628402,115.7193454,1388.632145,115.547447,51,1757,58,114.2,3882.8,135.7261994,3399,115590,4080,2802.587059,95287.96,4137.199256,16,551,17
0,0,3,4,117,4,7,183,30,33,863,302,171,4453,139.0439222,125.4227481,3260.99145,23.90189958,23.86364718,620.4548267,57,3536,54,96,5960,120,95,5900,120,117.167845,7264.40639,78.26356445,54.83100134,3399.522083,41.91417106,36,22726,37,56.97790323,35326.3,72.55934508,1639,1016708,2185,1870.278968,1159572.96,3302.655538,10,6387,10
0,1,2,4,146,1,5,184,7,18,634,628,226,7928,270.9626457,200.4207594,7014.726577,23.50182884,20.52231509,718.281028,40,2141,42,53,2859,82,53,2859,82,160.8168829,8523.294796,130.5252535,58.89749747,3121.567366,50.05101135,34,13805,37,65.036,26014.4,86.85786392,1909,763829,2621,1224.050325,489620.13,2306.65174,9,3715,9
0,1,5,3,139,17,14,522,38,37,1374,157,78,2886,77.22193426,73.06435269,2703.38105,21.79897534,17.66369306,653.5566432,48,1448,42,58,1748,56,58,1748,56,152.3242249,4569.726746,52.00674737,58.05083094,1741.524928,19.14004534,19,1759,9,30.01573034,2671.4,23.10970329,784,69818,735,2256.354045,200815.51,4553.034977,6,586,4
0,1,9,14,3799,87,74,19921,243,194,51862,5509,1657,441025,665.582048,241.2227875,64165.26147,197.1457645,69.08039125,18375.38407,182,25059,157,242,33179,250,242,33178,250,594.1139198,81393.60702,918.4056134,104.72148,14346.84276,136.0380306,92,23544,112,131.6843137,33579.5,171.4492197,3648,930281,5043,19322.08302,4927131.17,48265.43817,35,9012,41
0,0,3,3,218,6,8,466,22,30,1735,834,322,18071,70.2714129,62.99958656,3527.976847,26.54294825,20.60580711,1153.925198,81,5724,76,118,8292,131,116,8136,132,71.78212148,5024.748504,62.31034039,26.00896724,1820.627707,37.84386756,72,92890,102,104.6666144,133554.6,171.8660918,2991,3817326,5168,3514.115909,4484011.9,8204.266358,19,25183,25
0,0,10,8,695,12,10,878,29,31,2541,91,60,4902,144.5402568,118.4227253,9592.240746,28.8940792,23.09109357,1870.378579,60,8077,65,92,12237,137,91,12233,137,145.9763442,19414.85377,93.37801837,69.91465715,9298.6494,51.20148825,38,25853,37,90.88340807,60801.0,99.75098176,2668,1785043,3013,3071.407862,2054771.86,6690.732926,12,8196,11
0,0,0,3,7,0,5,10,0,40,80,1,41,82,207.9904089,207.0714286,414.1428571,49.85265274,52.18289881,104.3657976,83,3911,161,117,5536,255,116,5496,255,310.6653638,14601.2721,355.71074,68.9862973,3242.355973,84.54391945,92,6458,119,204.3571429,14305.0,265.7837639,6045,423212,7994,5773.353714,404134.76,21443.27853,25,1781,32
0,1,1,2,48,0,5,95,9,21,401,438,175,3325,124.7722536,124.9353717,2373.772062,38.26066007,35.5322764,675.1132516,46,1564,44,57,1950,68,57,1942,69,271.0924208,9217.142308,394.8915254,55.05325381,1871.81063,35.62041444,25,3914,17,40.00460526,6080.7,33.02235915,1076,163665,1051,571.7819737,86910.86,1303.671442,10,1609,9
0,1,4,5,278,8,9,517,24,30,1649,629,273,14779,604.4419948,184.8810049,9983.574265,117.0051556,34.5783204,1867.229301,58,7736,46,97,12847,129,88,11707,91,113.9940372,15047.21291,94.80053978,34.11524527,4503.212375,40.87603129,54,46955,69,102.5815116,88220.1,159.8595576,2901,2495631,4733,2813.536698,2419641.56,5408.752188,14,12852,17
0,0,2,7,21,4,10,31,8,20,61,40,53,159,26.02997532,44.04635773,132.1390732,3.861814101,5.422296402,16.26688921,24,224,15,28,252,23,28,252,23,83.36415486,750.2773937,73.20874382,30.45313873,274.0782486,25.9166215,28,1149,21,62.95853659,2581.3,55.64184116,1844,75632,1695,612.7290244,25121.89,651.1010131,11,454,9
0,1,0,1,1,0,5,5,0,12,12,0,12,12,0.0,30.71,30.71,0.0,7.1275,7.1275,25,278,15,26,293,16,26,293,16,195.3954545,2149.35,54.05226847,45.44102562,499.8512818,12.21484721,13,151,4,13.72727273,151.0,4.291640924,153,1693,90,274.9281818,3024.21,182.5062722,11,127,5
0,0,3,5,145,3,6,179,9,20,568,30,38,1064,194.6357477,172.7209151,4836.185622,40.10487732,36.82058813,1030.976468,42,1531,29,67,2432,65,64,2339,66,64.23180781,2312.345081,56.05005872,29.10276456,1047.699524,28.56747184,31,11197,30,57.59688385,20331.7,67.73779256,1649,582099,2051,1998.906827,705614.11,3540.619385,9,3465,10
0,0,3,5,175,3,6,221,7,16,590,165,64,2259,112.6411253,96.66465858,3383.26305,25.53179293,17.8844937,625.9572796,43,3144,33,68,4994,79,61,4465,76,85.25607533,6223.693499,90.03455738,37.14664093,2711.704788,42.99997006,42,24714,46,68.14991453,39867.7,87.74774714,1957,1145003,2664,1874.027897,1096306.32,3846.538732,11,6805,11
0,0,5,6,734,17,19,2246,69,59,7022,1760,488,57603,203.054795,101.6817217,11998.44316,135.9355325,46.97521204,5543.075021,109,8449,131,790,60892,2487,368,28377,773,81.8345568,6301.260873,69.23273558,26.27765615,2023.379524,27.09489897,108,181286,232,124.8142601,209188.7,252.9895107,3596,6028000,7508,5020.377721,8414153.06,10945.72966,22,38223,40
0,0,0,1,9,4,10,64,6,19,118,837,717,4305,2.631354327,9.386616143,56.31969686,2.730129782,5.569963997,33.41978398,33,3051,32,46,4141,55,45,4133,55,258.8298864,23294.68978,435.3970933,75.74003485,6816.603136,123.1666577,37,1042,40,50.08571429,1402.4,64.14034216,1222,34226,2049,471.2703571,13195.57,639.940135,16,462,11
0,1,5,5,227,7,7,321,16,23,961,688,193,7927,118.7189138,96.43280998,3953.745209,23.76843281,19.10776944,783.418547,44,1657,44,60,2248,77,60,2248,77,113.5251124,4200.429159,86.55524659,60.08751311,2223.237985,50.00826117,46,26939,62,88.11826087,50668.0,137.2175811,2546,1464410,4134,3250.762261,1869188.3,7366.508316,15,8935,19
0,0,0,2,2,0,12,12,0,12,12,0,12,12,0.0,440.2916667,440.2916667,0.0,234.2,234.2,72,802,53,73,813,54,73,813,54,486.0654921,5346.720413,251.7962785,81.4805036,896.2855396,41.37133273,19,114,4,19.0,114.0,4.69041576,126,761,46,141.6933333,850.16,101.2357679,19,114,4
0,1,0,1,5,0,5,15,0,12,37,351,326,979,9.499561385,13.22301626,39.66904877,9.497620184,7.907330435,23.72199131,35,457,28,67,871,54,67,871,54,328.9457755,4276.295082,144.3222145,76.9615867,1000.500627,35.04314614,12,48,1,12.0,48.0,1.414213562,220,881,148,626.2175,2504.87,580.9101026,5,20,0
0,1,3,3,23,0,5,30,1,12,75,16,24,148,252.2405621,255.0231571,1530.138943,48.29579608,36.05194829,216.3116897,45,3077,52,70,4710,112,70,4704,112,139.7064346,9360.331117,111.3269109,47.4131423,3176.680534,39.0395785,53,50640,67,91.26753927,87160.5,146.5975354,2633,2515122,4401,2151.825539,2054993.39,3638.033124,16,15743,19
0,1,1,1,9,0,5,25,2,13,65,1967,897,4489,101.0168986,101.7467051,508.7335257,38.36666925,30.50465066,152.5232533,19,212,6,24,267,15,24,267,15,191.9380126,2111.318139,138.2406871,63.36515549,697.0167104,35.66587333,22,2145,15,36.69578947,3486.1,31.34619633,1016,96565,990,343.5926316,32641.3,500.0946399,9,888,8
0,1,2,3,71,2,5,117,9,19,388,26,29,591,146.2645476,92.01551443,1840.310289,39.21758383,25.95290553,519.0581107,51,2861,94,67,3786,151,67,3785,151,162.9532816,9125.383771,179.0356302,36.81164791,2061.452283,39.69631833,34,10726,41,48.3752381,15238.2,57.88633786,1332,419667,1763,1064.989683,335471.75,2104.086831,12,3884,13
0,0,24,21,1085,44,44,2280,117,100,5125,443,288,14716,153.4201297,74.95898931,3822.908455,72.15362439,30.97450505,1579.699758,111,9844,118,207,18222,254,174,15382,212,215.9326713,19002.07507,234.2125911,58.51164366,5149.024642,47.59304758,55,21794,74,110.0775253,43590.7,152.0095975,3272,1295975,4551,11373.21109,4503791.59,15688.74356,15,6166,19
0,0,1,2,33,0,5,75,2,13,209,928,2504,37561,4.647747293,4.707336774,70.61005161,2.721566094,2.700990928,40.51486392,131,19786,224,222,33600,396,200,30276,389,331.5814841,50068.8041,451.1448755,81.58138848,12318.78966,102.8675939,104,17932,189,122.8690058,21010.6,240.3991556,3442,588605,7188,4117.832982,704149.44,5805.302783,30,5206,46
0,1,4,5,33,4,6,40,9,18,112,43,44,269,64.639911,57.08866992,342.5320195,18.6139603,11.27901488,67.67408926,75,905,39,106,1279,65,105,1266,65,94.7945839,1137.535007,38.17889312,35.82159582,429.8591498,10.73278831,24,4355,17,39.19005525,7093.4,34.12661084,1097,198692,1046,1324.261436,239691.32,2770.336874,9,1670,6
0,1,1,2,13,0,5,25,4,21,109,1183,554,2771,206.1168895,131.8102214,659.0511068,80.68583062,64.01047451,320.0523725,43,7279,51,240,40148,439,123,20624,210,178.0874695,29740.60741,642.1026301,86.92574984,14516.60022,346.6629826,48,6127,84,84.5047619,10647.6,207.9926437,2324,292839,6278,24969.14778,3146112.62,72317.29677,15,2010,24
0,1,2,3,79,0,5,120,4,14,343,1308,299,7177,110.2393794,109.5492063,2629.18095,41.96946597,32.61614846,782.787563,39,5574,29,66,9249,68,64,9008,68,49.44599653,6922.439515,48.89845546,26.32810588,3685.934823,31.14483233,41,25367,41,75.85709625,46500.4,87.03651309,2214,1357449,2633,1820.777015,1116136.31,3339.923522,11,6872,10
0,1,4,6,289,10,14,718,27,35,1692,120,88,4238,177.7902011,100.0981834,4804.712801,53.14390163,27.42053688,1316.18577,68,14244,54,101,21193,97,100,21029,98,87.10429432,18204.79751,73.8462472,31.82073711,6650.534057,36.69647821,43,32289,53,66.01168478,48584.6,87.43949573,1916,1410897,2643,3091.980774,2275697.85,7619.111009,11,8541,12
0,1,0,4,8,0,5,10,8,17,34,1824,4030,8060,0.193050901,6.686763076,13.37352615,0.002635254,1.601217421,3.202434842,70,3331,77,136,6416,196,106,5002,117,208.7573515,9811.59552,301.294766,41.09921321,1931.663021,39.67116595,38,1111,33,47.73103448,1384.2,45.40018961,1027,29785,1375,2102.163103,60962.73,3801.912233,20,600,19
